nr,year,school,exper,union,ethn,maried,health,wage,industry,occupation,residence
3580,1982,12,4,no,other,no,no,1.652763037,Manufacturing,Clerical_and_kindred,nothern_central
3580,1983,12,5,no,other,no,no,1.69366139,Manufacturing,Clerical_and_kindred,nothern_central
3580,1984,12,6,no,other,no,no,1.682546384,Trade,Clerical_and_kindred,nothern_central
3580,1985,12,7,no,other,no,no,1.678222862,Trade,Laborers_and_farmers,nothern_central
3580,1986,12,8,no,other,no,no,1.481682544,Trade,Clerical_and_kindred,nothern_central
3580,1987,12,9,no,other,yes,no,1.437259536,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",nothern_central
3581,1980,14,2,no,other,no,no,1.126323491,Transportation,"Managers, Officials_and_Proprietors",south
3581,1981,14,3,no,other,no,no,0.230986729,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
3581,1982,14,4,no,other,no,no,2.227126682,Manufacturing,Clerical_and_kindred,south
3581,1983,14,5,no,other,no,no,2.171697191,Manufacturing,Operatives_and_kindred,nothern_central
3581,1984,14,6,no,other,yes,no,2.220440789,Manufacturing,"Professional, Technical_and_kindred",nothern_central
3581,1985,14,7,no,other,yes,no,2.18147722,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3581,1986,14,8,no,other,yes,no,2.439041394,Manufacturing,"Professional, Technical_and_kindred",nothern_central
3581,1987,14,9,no,other,yes,no,2.510423483,Manufacturing,Operatives_and_kindred,nothern_central
3589,1980,12,2,yes,other,yes,no,1.671143118,Manufacturing,Operatives_and_kindred,nothern_central
3589,1981,12,3,yes,other,yes,no,2.024953356,Manufacturing,Operatives_and_kindred,nothern_central
3589,1982,12,4,yes,other,yes,no,-0.487303126,Manufacturing,Operatives_and_kindred,nothern_central
3589,1983,12,5,yes,other,yes,no,1.861542263,Manufacturing,Laborers_and_farmers,nothern_central
3589,1984,12,6,yes,other,yes,no,1.944910649,Manufacturing,Operatives_and_kindred,nothern_central
3589,1985,12,7,yes,other,yes,no,1.871322292,Manufacturing,Operatives_and_kindred,nothern_central
3589,1986,12,8,yes,other,yes,no,1.942237377,Manufacturing,Operatives_and_kindred,nothern_central
3589,1987,12,9,yes,other,yes,no,2.033430309,Manufacturing,Operatives_and_kindred,nothern_central
3591,1980,12,2,no,other,no,no,1.118880304,Trade,Laborers_and_farmers,nothern_central
3591,1981,12,3,no,other,no,no,1.839240008,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
3591,1982,12,4,yes,other,yes,no,1.892763706,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3591,1983,12,5,yes,other,yes,no,1.957348188,Manufacturing,Laborers_and_farmers,nothern_central
3591,1984,12,6,yes,other,yes,no,2.032701996,Manufacturing,Laborers_and_farmers,nothern_central
3591,1985,12,7,yes,other,yes,no,2.188393174,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3591,1986,12,8,yes,other,no,no,2.303775336,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3591,1987,12,9,yes,other,no,no,2.277211939,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3598,1980,12,3,no,other,no,no,1.766997588,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3598,1981,12,4,no,other,no,no,1.801297174,Manufacturing,Operatives_and_kindred,nothern_central
3598,1982,12,5,no,other,no,no,1.925882862,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3598,1983,12,6,no,other,no,no,2.04386382,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3598,1984,12,7,no,other,no,no,2.129902434,Manufacturing,Operatives_and_kindred,nothern_central
3598,1985,12,8,no,other,yes,no,2.159004365,Manufacturing,Operatives_and_kindred,nothern_central
3598,1986,12,9,no,other,yes,no,2.223893524,Manufacturing,Operatives_and_kindred,nothern_central
3598,1987,12,10,yes,other,yes,no,2.130742492,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3602,1980,12,5,yes,other,no,no,2.010241177,Manufacturing,Operatives_and_kindred,south
3602,1981,12,6,yes,other,no,no,2.072185805,Manufacturing,Operatives_and_kindred,nothern_central
3602,1982,12,7,no,other,no,no,2.261603111,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3602,1983,12,8,yes,other,yes,no,2.210917905,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3602,1984,12,9,yes,other,yes,no,2.242162172,Manufacturing,"Professional, Technical_and_kindred",nothern_central
3602,1985,12,10,yes,other,yes,no,2.080082499,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3602,1986,12,11,no,other,yes,no,2.138936802,Manufacturing,Operatives_and_kindred,nothern_central
3602,1987,12,12,yes,other,yes,no,2.160595455,Manufacturing,"Professional, Technical_and_kindred",nothern_central
3607,1980,10,7,no,other,no,no,0.907241797,Trade,Operatives_and_kindred,nothern_central
3607,1981,10,8,no,other,no,no,0.074723546,Entertainment,"Professional, Technical_and_kindred",nothern_central
3607,1982,10,9,no,other,no,no,0.17157946,Entertainment,"Professional, Technical_and_kindred",nothern_central
3607,1983,10,10,no,other,no,no,0.948002565,Entertainment,"Professional, Technical_and_kindred",nothern_central
3607,1984,10,11,no,other,no,no,1.227070856,Entertainment,"Professional, Technical_and_kindred",nothern_central
3607,1985,10,12,no,other,no,no,0.435453145,Entertainment,"Professional, Technical_and_kindred",nothern_central
3607,1986,10,13,no,other,no,no,0.638811979,Entertainment,"Professional, Technical_and_kindred",nothern_central
3607,1987,10,14,no,other,no,no,1.677556167,Entertainment,"Professional, Technical_and_kindred",nothern_central
3621,1980,12,4,no,other,no,yes,1.508497678,Manufacturing,Operatives_and_kindred,nothern_central
3621,1981,12,5,yes,other,no,no,1.831605378,Manufacturing,Operatives_and_kindred,nothern_central
3621,1982,12,6,yes,other,no,no,1.506580527,Manufacturing,Operatives_and_kindred,nothern_central
3621,1983,12,7,yes,other,no,no,1.631655119,Manufacturing,Operatives_and_kindred,nothern_central
3621,1984,12,8,yes,other,no,no,1.545016586,Manufacturing,Operatives_and_kindred,nothern_central
3621,1985,12,9,yes,other,no,no,1.820028998,Manufacturing,Laborers_and_farmers,nothern_central
3621,1986,12,10,yes,other,no,yes,1.641958219,Manufacturing,Operatives_and_kindred,nothern_central
3621,1987,12,11,no,other,no,yes,1.688990544,Manufacturing,Laborers_and_farmers,nothern_central
3628,1980,14,3,no,other,yes,no,1.842215962,Trade,Clerical_and_kindred,nothern_central
3628,1981,14,4,no,other,yes,no,1.736189618,Manufacturing,"Professional, Technical_and_kindred",nothern_central
3628,1982,14,5,no,other,yes,no,2.291991684,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3628,1983,14,6,no,other,yes,no,1.838028967,Manufacturing,"Managers, Officials_and_Proprietors",south
3628,1984,14,7,no,other,yes,no,2.331942055,Manufacturing,Clerical_and_kindred,south
3628,1985,14,8,no,other,yes,no,2.288879446,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
3628,1986,14,9,no,other,yes,no,2.510144296,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3628,1987,14,10,no,other,yes,no,2.460952021,Manufacturing,"Managers, Officials_and_Proprietors",NA
3653,1980,12,2,no,other,yes,no,1.670645894,Trade,"Managers, Officials_and_Proprietors",nothern_central
3653,1981,12,3,no,other,yes,no,1.939277104,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",nothern_central
3653,1982,12,4,no,other,yes,no,2.049585049,Trade,"Managers, Officials_and_Proprietors",nothern_central
3653,1983,12,5,no,other,yes,no,2.010247209,Trade,"Managers, Officials_and_Proprietors",nothern_central
3653,1984,12,6,no,other,yes,no,2.091792215,Trade,"Managers, Officials_and_Proprietors",nothern_central
3653,1985,12,7,no,other,no,no,2.023338499,Trade,"Managers, Officials_and_Proprietors",nothern_central
3653,1986,12,8,no,other,no,no,1.975597696,Trade,"Managers, Officials_and_Proprietors",nothern_central
3653,1987,12,9,no,other,yes,no,1.853110755,Trade,"Managers, Officials_and_Proprietors",nothern_central
3706,1980,13,4,no,other,no,no,1.674410814,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
3706,1981,13,5,no,other,no,no,1.791759469,Construction,"Craftsmen, Foremen_and_kindred",NA
3706,1982,13,6,no,other,no,no,1.518797711,Trade,Sales_Workers,NA
3706,1983,13,7,no,other,no,no,1.725410089,Trade,"Managers, Officials_and_Proprietors",NA
3706,1984,13,8,no,other,no,no,1.648644833,Trade,"Managers, Officials_and_Proprietors",NA
3706,1985,13,9,no,other,no,no,1.777669724,Personal_Service,"Professional, Technical_and_kindred",NA
3706,1986,13,10,no,other,no,no,1.773293188,Entertainment,Clerical_and_kindred,NA
3706,1987,13,11,no,other,yes,no,1.812288761,Professional_and_Related Service,Clerical_and_kindred,NA
3707,1980,13,2,no,other,no,no,-1.103046886,Professional_and_Related Service,Clerical_and_kindred,nothern_central
3707,1981,13,3,no,other,yes,no,1.863826257,Finance,"Managers, Officials_and_Proprietors",nothern_central
3707,1982,13,4,no,other,yes,no,1.744330231,Trade,Sales_Workers,nothern_central
3707,1983,13,5,no,other,yes,no,2.112884164,Manufacturing,Sales_Workers,nothern_central
3707,1984,13,6,no,other,yes,no,2.081042823,Trade,Sales_Workers,nothern_central
3707,1985,13,7,no,other,yes,no,2.401950543,Trade,Sales_Workers,nothern_central
3707,1986,13,8,no,other,yes,no,2.493108615,Manufacturing,Sales_Workers,nothern_central
3707,1987,13,9,no,other,yes,no,2.728579492,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
3708,1980,12,1,no,other,no,no,1.680525008,Manufacturing,Clerical_and_kindred,nothern_central
3708,1981,12,2,no,other,no,no,1.703228976,Manufacturing,Operatives_and_kindred,nothern_central
3708,1982,12,3,yes,other,no,no,1.668849175,Manufacturing,Operatives_and_kindred,nothern_central
3708,1983,12,4,yes,other,no,no,2.018771941,Manufacturing,Operatives_and_kindred,nothern_central
3708,1984,12,5,yes,other,no,no,2.023873693,Manufacturing,Operatives_and_kindred,nothern_central
3708,1985,12,6,yes,other,no,no,2.12208101,Manufacturing,Operatives_and_kindred,nothern_central
3708,1986,12,7,yes,other,no,no,2.014528091,Manufacturing,Operatives_and_kindred,nothern_central
3708,1987,12,8,yes,other,no,no,2.148760997,Public_Administration,Service_Workers,nothern_central
3743,1980,11,1,no,other,no,no,1.256108559,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3743,1981,11,2,no,other,no,no,1.716536048,Manufacturing,Operatives_and_kindred,nothern_central
3743,1982,11,3,no,other,no,no,1.721012138,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
3743,1983,11,4,no,other,no,no,1.764630802,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3743,1984,11,5,no,other,yes,no,2.147469562,Manufacturing,"Professional, Technical_and_kindred",nothern_central
3743,1985,11,6,no,other,yes,no,2.089441855,Manufacturing,"Professional, Technical_and_kindred",nothern_central
3743,1986,11,7,no,other,yes,no,2.148428398,Manufacturing,"Professional, Technical_and_kindred",nothern_central
3743,1987,11,8,no,other,yes,no,2.160468945,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
3777,1980,12,2,yes,other,yes,no,1.948774855,Trade,Laborers_and_farmers,nothern_central
3777,1981,12,3,yes,other,yes,no,2.040220829,Trade,Laborers_and_farmers,nothern_central
3777,1982,12,4,yes,other,yes,no,2.066516776,Trade,Clerical_and_kindred,nothern_central
3777,1983,12,5,yes,other,yes,no,2.210917905,Trade,Clerical_and_kindred,nothern_central
3777,1984,12,6,yes,other,yes,no,2.084045304,Trade,"Managers, Officials_and_Proprietors",nothern_central
3777,1985,12,7,yes,other,yes,no,2.094465843,Trade,"Managers, Officials_and_Proprietors",nothern_central
3777,1986,12,8,yes,other,yes,no,1.98040015,Trade,"Managers, Officials_and_Proprietors",nothern_central
3777,1987,12,9,yes,other,yes,no,1.997931476,Trade,"Managers, Officials_and_Proprietors",nothern_central
3831,1980,11,3,no,other,no,no,1.173124028,Trade,Service_Workers,nothern_central
3831,1981,11,4,no,other,no,no,1.318881685,Trade,Service_Workers,nothern_central
3831,1982,11,5,no,other,no,no,1.480381289,Trade,Service_Workers,nothern_central
3831,1983,11,6,no,other,no,no,1.613750771,Trade,Service_Workers,nothern_central
3831,1984,11,7,no,other,no,no,1.406840503,Trade,Service_Workers,nothern_central
3831,1985,11,8,no,other,yes,no,1.391749212,Trade,Service_Workers,nothern_central
3831,1986,11,9,no,other,yes,no,1.291638941,Trade,Service_Workers,nothern_central
3831,1987,11,10,no,other,yes,no,1.33271568,Trade,Service_Workers,nothern_central
3844,1980,11,3,no,other,no,no,1.440416214,Manufacturing,Operatives_and_kindred,NA
3844,1981,11,4,no,other,no,no,1.413945893,Manufacturing,"Professional, Technical_and_kindred",NA
3844,1982,11,5,no,other,no,no,1.547402522,Business_and_Repair_Service,Clerical_and_kindred,NA
3844,1983,11,6,no,other,no,no,1.768828709,Transportation,Clerical_and_kindred,NA
3844,1984,11,7,no,other,no,no,1.766427868,Manufacturing,Clerical_and_kindred,NA
3844,1985,11,8,no,other,no,no,1.871322292,Transportation,Clerical_and_kindred,NA
3844,1986,11,9,no,other,no,no,1.710271641,Manufacturing,"Managers, Officials_and_Proprietors",NA
3844,1987,11,10,no,other,no,no,1.610347417,Manufacturing,"Managers, Officials_and_Proprietors",NA
3847,1980,12,3,yes,other,no,no,2.249360332,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
3847,1981,12,4,yes,other,no,no,2.359743507,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
3847,1982,12,5,yes,other,yes,no,2.279770415,Transportation,"Craftsmen, Foremen_and_kindred",nothern_central
3847,1983,12,6,yes,other,yes,no,2.320117196,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
3847,1984,12,7,yes,other,yes,no,2.304466056,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
3847,1985,12,8,yes,other,yes,no,2.401950543,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
3847,1986,12,9,yes,other,yes,no,2.439041394,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
3847,1987,12,10,yes,other,yes,no,2.454142647,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
3848,1980,12,2,no,other,no,no,1.998045904,Trade,Clerical_and_kindred,nothern_central
3848,1981,12,3,no,other,no,no,1.893159584,Trade,Clerical_and_kindred,nothern_central
3848,1982,12,4,no,other,no,no,1.852390341,Trade,Clerical_and_kindred,nothern_central
3848,1983,12,5,no,other,no,no,1.620530458,Trade,Clerical_and_kindred,nothern_central
3848,1984,12,6,no,other,no,no,1.996203943,Manufacturing,Clerical_and_kindred,nothern_central
3848,1985,12,7,no,other,no,no,1.583858775,Trade,"Managers, Officials_and_Proprietors",nothern_central
3848,1986,12,8,no,other,yes,no,1.849038252,Trade,"Managers, Officials_and_Proprietors",nothern_central
3848,1987,12,9,no,other,yes,no,2.059148838,Trade,"Managers, Officials_and_Proprietors",nothern_central
3882,1980,15,1,yes,other,no,no,0.594539414,Trade,Service_Workers,NA
3882,1981,15,2,no,other,no,no,0.54616499,Trade,Service_Workers,NA
3882,1982,15,3,no,other,no,no,0.952695414,Personal_Service,"Professional, Technical_and_kindred",NA
3882,1983,15,4,no,other,no,no,0.771379029,Construction,Laborers_and_farmers,NA
3882,1984,15,5,no,other,no,no,2.028292258,Entertainment,"Professional, Technical_and_kindred",NA
3882,1985,15,6,no,other,no,no,1.965131196,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
3882,1986,15,7,no,other,no,no,1.90558908,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
3882,1987,15,8,no,other,no,no,1.65594269,Manufacturing,"Professional, Technical_and_kindred",NA
3937,1980,11,3,no,black,no,no,1.447999567,Public_Administration,Clerical_and_kindred,south
3937,1981,11,4,yes,black,no,no,1.328025453,Public_Administration,Operatives_and_kindred,south
3937,1982,11,5,yes,black,no,no,1.523930165,Trade,Clerical_and_kindred,south
3937,1983,11,6,no,black,no,no,1.594960363,Trade,Clerical_and_kindred,south
3937,1984,11,7,yes,black,no,no,2.445154163,Trade,"Managers, Officials_and_Proprietors",south
3937,1985,11,8,no,black,yes,no,1.736064626,Public_Administration,"Professional, Technical_and_kindred",south
3937,1986,11,9,yes,black,yes,no,1.693307377,Public_Administration,"Professional, Technical_and_kindred",south
3937,1987,11,10,yes,black,yes,no,1.982937816,Professional_and_Related Service,"Professional, Technical_and_kindred",south
4000,1980,7,9,no,other,no,no,1.611272928,Construction,"Craftsmen, Foremen_and_kindred",south
4000,1981,7,10,no,other,no,no,1.752538756,Construction,"Craftsmen, Foremen_and_kindred",south
4000,1982,7,11,no,other,no,no,1.67145517,Construction,"Craftsmen, Foremen_and_kindred",south
4000,1983,7,12,no,other,yes,no,1.437728016,Construction,Laborers_and_farmers,NA
4000,1984,7,13,no,other,yes,no,1.905689936,Construction,"Craftsmen, Foremen_and_kindred",NA
4000,1985,7,14,no,other,yes,no,1.424010074,Construction,"Craftsmen, Foremen_and_kindred",NA
4000,1986,7,15,no,other,yes,no,1.803860969,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
4000,1987,7,16,no,other,yes,no,1.524606688,Construction,"Craftsmen, Foremen_and_kindred",NA
4004,1980,12,4,no,other,no,no,2.007615355,Transportation,"Professional, Technical_and_kindred",south
4004,1981,12,5,no,other,no,no,2.179982771,Transportation,"Professional, Technical_and_kindred",south
4004,1982,12,6,no,other,no,no,1.978185438,Transportation,"Professional, Technical_and_kindred",south
4004,1983,12,7,no,other,no,no,1.94855364,Transportation,Operatives_and_kindred,south
4004,1984,12,8,no,other,no,no,2.088011492,Transportation,"Craftsmen, Foremen_and_kindred",south
4004,1985,12,9,no,other,no,no,2.094465843,Transportation,"Professional, Technical_and_kindred",south
4004,1986,12,10,no,other,no,no,1.991016671,Transportation,"Professional, Technical_and_kindred",south
4004,1987,12,11,no,other,yes,no,2.035432312,Transportation,Clerical_and_kindred,south
4025,1980,9,2,no,other,no,no,0.856867311,Construction,"Craftsmen, Foremen_and_kindred",south
4025,1981,9,3,no,other,no,no,1.332504187,Construction,"Craftsmen, Foremen_and_kindred",south
4025,1982,9,4,no,other,yes,no,1.305210775,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
4025,1983,9,5,no,other,yes,no,1.214584465,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
4025,1984,9,6,no,other,no,no,1.247924692,Construction,"Professional, Technical_and_kindred",south
4025,1985,9,7,yes,other,no,no,1.463113698,Trade,Sales_Workers,south
4025,1986,9,8,no,other,no,no,1.340429105,Manufacturing,Operatives_and_kindred,NA
4025,1987,9,9,no,other,no,no,2.043881366,Construction,"Craftsmen, Foremen_and_kindred",south
4032,1980,11,1,yes,other,no,no,1.314949059,Entertainment,Laborers_and_farmers,south
4032,1981,11,2,no,other,no,no,1.194172875,Professional_and_Related Service,Clerical_and_kindred,south
4032,1982,11,3,no,other,no,no,0.900927215,Trade,Operatives_and_kindred,south
4032,1983,11,4,no,other,no,no,1.254532715,Agricultural,Operatives_and_kindred,south
4032,1984,11,5,no,other,no,no,1.382889192,Manufacturing,Laborers_and_farmers,south
4032,1985,11,6,no,other,no,no,1.612619439,Manufacturing,Operatives_and_kindred,south
4032,1986,11,7,no,other,no,no,1.86871395,Manufacturing,Operatives_and_kindred,south
4032,1987,11,8,no,other,yes,no,1.815251726,Manufacturing,Operatives_and_kindred,south
4046,1980,9,6,no,other,yes,no,1.438430116,Trade,"Craftsmen, Foremen_and_kindred",south
4046,1981,9,7,no,other,yes,no,1.541708465,Trade,"Craftsmen, Foremen_and_kindred",south
4046,1982,9,8,no,other,yes,no,1.419747737,Trade,"Craftsmen, Foremen_and_kindred",south
4046,1983,9,9,no,other,yes,no,1.679983328,Trade,"Craftsmen, Foremen_and_kindred",south
4046,1984,9,10,no,other,yes,no,1.388999192,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
4046,1985,9,11,no,other,yes,no,1.434674257,Construction,"Craftsmen, Foremen_and_kindred",south
4046,1986,9,12,no,other,yes,no,1.557069125,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
4046,1987,9,13,no,other,yes,no,1.484659202,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
4088,1980,13,4,no,other,no,no,2.204250401,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
4088,1981,13,5,no,other,no,no,2.411656188,Manufacturing,Sales_Workers,south
4088,1982,13,6,no,other,no,no,2.314657674,Trade,Sales_Workers,south
4088,1983,13,7,no,other,no,no,2.508169428,Business_and_Repair_Service,Sales_Workers,south
4088,1984,13,8,no,other,no,no,2.598837116,Manufacturing,Sales_Workers,south
4088,1985,13,9,no,other,no,no,2.700373857,Business_and_Repair_Service,Sales_Workers,south
4088,1986,13,10,no,other,yes,no,2.741446708,Manufacturing,Sales_Workers,south
4088,1987,13,11,no,other,yes,no,2.66344019,Trade,"Managers, Officials_and_Proprietors",south
4091,1980,12,3,yes,other,yes,no,2.564134206,Manufacturing,Operatives_and_kindred,NA
4091,1981,12,4,yes,other,yes,no,2.510224458,Manufacturing,Operatives_and_kindred,NA
4091,1982,12,5,yes,other,yes,no,2.593371077,Manufacturing,Operatives_and_kindred,NA
4091,1983,12,6,yes,other,yes,no,2.563739279,Manufacturing,Operatives_and_kindred,NA
4091,1984,12,7,yes,other,yes,no,2.465305724,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
4091,1985,12,8,yes,other,yes,no,2.613259637,Manufacturing,Laborers_and_farmers,NA
4091,1986,12,9,yes,other,yes,no,2.645498026,Manufacturing,Operatives_and_kindred,NA
4091,1987,12,10,yes,other,yes,no,2.28229239,Manufacturing,Laborers_and_farmers,NA
4122,1980,16,0,no,other,yes,no,1.777172501,Professional_and_Related Service,"Professional, Technical_and_kindred",north_east
4122,1981,16,1,no,other,yes,no,1.897119985,Professional_and_Related Service,"Professional, Technical_and_kindred",north_east
4122,1982,16,2,no,other,yes,no,2.026975602,Professional_and_Related Service,"Professional, Technical_and_kindred",north_east
4122,1983,16,3,no,other,yes,no,2.130875197,Professional_and_Related Service,"Professional, Technical_and_kindred",north_east
4122,1984,16,4,no,other,yes,no,2.045451878,Professional_and_Related Service,"Managers, Officials_and_Proprietors",north_east
4122,1985,16,5,no,other,yes,no,2.235965406,Professional_and_Related Service,"Professional, Technical_and_kindred",north_east
4122,1986,16,6,no,other,yes,no,2.113618994,Professional_and_Related Service,"Professional, Technical_and_kindred",north_east
4122,1987,16,7,no,other,yes,no,2.148760997,Professional_and_Related Service,"Professional, Technical_and_kindred",north_east
4127,1980,10,2,no,other,no,yes,1.17136733,Personal_Service,Service_Workers,south
4127,1981,10,3,no,other,no,no,1.843052764,Personal_Service,Service_Workers,south
4127,1982,10,4,no,other,no,no,1.161168775,Personal_Service,Clerical_and_kindred,south
4127,1983,10,5,no,other,no,no,0.917772599,Trade,"Craftsmen, Foremen_and_kindred",south
4127,1984,10,6,no,other,no,no,0.927102393,Trade,"Craftsmen, Foremen_and_kindred",south
4127,1985,10,7,no,other,no,no,1.455806848,Trade,Sales_Workers,south
4127,1986,10,8,no,other,no,no,1.373218928,Trade,Laborers_and_farmers,south
4127,1987,10,9,no,other,no,no,1.448445327,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
4128,1980,12,4,yes,other,no,no,0.993331911,Construction,"Craftsmen, Foremen_and_kindred",south
4128,1981,12,5,yes,other,no,no,0.984668029,Trade,Clerical_and_kindred,south
4128,1982,12,6,yes,other,no,no,1.242137378,Construction,Laborers_and_farmers,south
4128,1983,12,7,yes,other,no,no,1.784833509,Construction,Laborers_and_farmers,south
4128,1984,12,8,yes,other,no,no,1.833685014,Construction,"Professional, Technical_and_kindred",south
4128,1985,12,9,no,other,no,no,1.517054088,Construction,Laborers_and_farmers,south
4128,1986,12,10,yes,other,no,no,1.628111178,Construction,Laborers_and_farmers,south
4128,1987,12,11,yes,other,no,no,1.42662628,Construction,Laborers_and_farmers,south
4159,1980,11,2,yes,other,no,no,1.680458348,Transportation,Clerical_and_kindred,south
4159,1981,11,3,yes,other,no,no,2.290006311,Transportation,Clerical_and_kindred,south
4159,1982,11,4,yes,other,no,no,2.028579451,Business_and_Repair_Service,Laborers_and_farmers,south
4159,1983,11,5,yes,other,yes,no,1.75864873,Transportation,Clerical_and_kindred,south
4159,1984,11,6,yes,other,yes,no,2.003092604,Transportation,Operatives_and_kindred,south
4159,1985,11,7,no,other,no,no,1.47459488,Trade,Sales_Workers,south
4159,1986,11,8,no,other,yes,no,2.352030017,Trade,Sales_Workers,south
4159,1987,11,9,no,other,yes,no,1.388474514,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
4204,1980,11,4,yes,black,no,no,1.195795221,Personal_Service,Service_Workers,south
4204,1981,11,5,no,black,no,no,1.397355309,Transportation,Laborers_and_farmers,south
4204,1982,11,6,no,black,no,no,1.517894487,Trade,"Craftsmen, Foremen_and_kindred",south
4204,1983,11,7,no,black,yes,no,1.786034711,Trade,"Craftsmen, Foremen_and_kindred",south
4204,1984,11,8,no,black,no,no,1.251763468,Trade,"Craftsmen, Foremen_and_kindred",south
4204,1985,11,9,no,black,no,no,1.306227038,Transportation,Laborers_and_farmers,south
4204,1986,11,10,no,black,no,no,1.448196361,Trade,"Craftsmen, Foremen_and_kindred",south
4204,1987,11,11,yes,black,no,no,1.364976542,Trade,"Craftsmen, Foremen_and_kindred",south
4229,1980,12,2,no,other,no,yes,1.459483525,Trade,Service_Workers,south
4229,1981,12,3,no,other,no,no,1.592908611,Trade,Service_Workers,south
4229,1982,12,4,no,other,no,no,1.398366942,Trade,"Managers, Officials_and_Proprietors",south
4229,1983,12,5,no,other,no,no,1.820720269,Trade,"Managers, Officials_and_Proprietors",south
4229,1984,12,6,no,other,no,no,1.682546384,Trade,"Managers, Officials_and_Proprietors",south
4229,1985,12,7,no,other,no,no,1.557775686,Trade,"Managers, Officials_and_Proprietors",south
4229,1986,12,8,no,other,no,no,1.340429105,Trade,"Managers, Officials_and_Proprietors",south
4229,1987,12,9,no,other,no,no,1.210274974,Trade,"Managers, Officials_and_Proprietors",south
4258,1980,12,2,yes,other,no,no,2.117404487,Trade,Laborers_and_farmers,south
4258,1981,12,3,yes,other,no,no,2.267192659,Trade,Laborers_and_farmers,south
4258,1982,12,4,yes,other,no,no,1.991295007,Trade,Laborers_and_farmers,south
4258,1983,12,5,yes,other,no,no,2.140562237,Trade,Clerical_and_kindred,south
4258,1984,12,6,yes,other,no,no,2.1680542,Trade,Clerical_and_kindred,south
4258,1985,12,7,yes,other,no,no,1.936593682,Trade,Clerical_and_kindred,south
4258,1986,12,8,yes,other,no,no,1.601009248,Trade,Operatives_and_kindred,south
4258,1987,12,9,yes,other,no,no,1.711333538,Trade,Laborers_and_farmers,south
4261,1980,6,9,no,other,yes,no,1.854151724,Construction,"Craftsmen, Foremen_and_kindred",south
4261,1981,6,10,no,other,yes,no,1.805129704,Construction,"Craftsmen, Foremen_and_kindred",south
4261,1982,6,11,no,other,no,no,1.872824922,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
4261,1983,6,12,no,other,yes,no,1.978112442,Trade,"Craftsmen, Foremen_and_kindred",south
4261,1984,6,13,yes,other,no,no,1.999407939,Trade,"Craftsmen, Foremen_and_kindred",south
4261,1985,6,14,no,other,no,no,2.188746334,Construction,"Craftsmen, Foremen_and_kindred",south
4261,1986,6,15,no,other,no,no,2.07439828,Construction,"Craftsmen, Foremen_and_kindred",south
4261,1987,6,16,no,other,no,no,1.504884866,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
